Dosya_Adi,Koruma_Sira_No,Koruma_Kodu,Koruma_Aciklamasi,Koruma_Durumu,Koruma_Detay_Satiri
7E0A0012,47,67N,Yönlü Toprak Koruma,Tespit Edildi,49. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0012,48,67NIEF,Yönlü Toprak Koruma (İnternal),Tespit Edildi,50. 67NIEF | Yönlü Toprak Koruma (İnternal) | Tespit Edildi
7E0A0012,49,50,Ani Akım Koruma,Tespit Edildi,51. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,50,51,Zaman Aşırı Akım Koruma,Tespit Edildi,52. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,51,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,53. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,52,67N,Yönlü Toprak Koruma,Tespit Edildi,54. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0012,53,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,55. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,54,67N,Yönlü Toprak Koruma,Tespit Edildi,56. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0012,55,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,57. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,56,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,58. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,57,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,59. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,58,67N,Yönlü Toprak Koruma,Tespit Edildi,60. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0012,59,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,61. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,60,67N,Yönlü Toprak Koruma,Tespit Edildi,62. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0012,61,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,63. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,62,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,64. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,63,51,Zaman Aşırı Akım Koruma,Tespit Edildi,65. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,64,50,Ani Akım Koruma,Tespit Edildi,66. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,65,50,Ani Akım Koruma,Tespit Edildi,67. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,66,79,Otomatik Kapama/Açma,Açma,68. 79     | Otomatik Kapama/Açma           | Açma
7E0A0012,67,79,Otomatik Kapama/Açma,Tespit Edildi,69. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0A0012,68,79,Otomatik Kapama/Açma,Hazır,70. 79     | Otomatik Kapama/Açma           | Hazır
7E0A0012,69,79,Otomatik Kapama/Açma,Aktif,71. 79     | Otomatik Kapama/Açma           | Aktif
7E0A0012,70,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,72. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0A0012,71,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,73. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0A0012,72,59,Aşırı Gerilim Koruma,Tespit Edildi,76. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0012,73,27,Az Gerilim Koruma,Tespit Edildi,77. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0A0012,74,59,Aşırı Gerilim Koruma,Tespit Edildi,78. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0012,75,49F,Termal Koruma,Çalışma,79. 49F    | Termal Koruma                  | Çalışma
7E0A0012,76,68,Blok Koruma,Tespit Edildi,80. 68     | Blok Koruma                    | Tespit Edildi
7E0A0012,77,50,Ani Akım Koruma,Çalışma,81. 50     | Ani Akım Koruma                | Çalışma
7E0A0012,78,51,Zaman Aşırı Akım Koruma,Çalışma,82. 51     | Zaman Aşırı Akım Koruma        | Çalışma
7E0A0012,79,50N,Ani Toprak Koruma,Çalışma,83. 50N    | Ani Toprak Koruma              | Çalışma
7E0A0012,80,51N,Zaman Aşırı Toprak Koruma,Çalışma,84. 51N    | Zaman Aşırı Toprak Koruma      | Çalışma
7E0A0012,81,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,85. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,82,67N,Yönlü Toprak Koruma,Tespit Edildi,86. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0012,83,67NIEF,Yönlü Toprak Koruma (İnternal),Tespit Edildi,87. 67NIEF | Yönlü Toprak Koruma (İnternal) | Tespit Edildi
7E0A0012,84,50,Ani Akım Koruma,Tespit Edildi,88. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,85,50,Ani Akım Koruma,Tespit Edildi,89. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,86,51,Zaman Aşırı Akım Koruma,Tespit Edildi,90. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,87,51,Zaman Aşırı Akım Koruma,Tespit Edildi,91. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,88,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,92. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0A0012,89,51,Zaman Aşırı Akım Koruma,Tespit Edildi,93. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,90,51,Zaman Aşırı Akım Koruma,Tespit Edildi,94. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,91,50,Ani Akım Koruma,Tespit Edildi,95. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,92,50,Ani Akım Koruma,Tespit Edildi,96. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,93,50,Ani Akım Koruma,Tespit Edildi,97. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,94,50,Ani Akım Koruma,Tespit Edildi,98. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,95,51,Zaman Aşırı Akım Koruma,Tespit Edildi,99. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,96,50,Ani Akım Koruma,Tespit Edildi,100. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,97,50,Ani Akım Koruma,Tespit Edildi,101. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,98,50,Ani Akım Koruma,Tespit Edildi,102. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,99,50,Ani Akım Koruma,Tespit Edildi,103. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0012,100,51,Zaman Aşırı Akım Koruma,Tespit Edildi,104. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,101,46,Faz Sırası/Negatif Sıra Koruma,Açma,105. 46     | Faz Sırası/Negatif Sıra Koruma | Açma
7E0A0012,102,46D,Faz Sırası Koruma - Açma,Açma,106. 46D    | Faz Sırası Koruma - Açma       | Açma
7E0A0012,103,49F,Termal Koruma,Açma,109. 49F    | Termal Koruma                  | Açma
7E0A0012,104,50,Ani Akım Koruma,Açma,110. 50     | Ani Akım Koruma                | Açma
7E0A0012,105,51,Zaman Aşırı Akım Koruma,Açma,111. 51     | Zaman Aşırı Akım Koruma        | Açma
7E0A0012,106,50N,Ani Toprak Koruma,Açma,112. 50N    | Ani Toprak Koruma              | Açma
7E0A0012,107,51N,Zaman Aşırı Toprak Koruma,Açma,113. 51N    | Zaman Aşırı Toprak Koruma      | Açma
7E0A0012,108,59,Aşırı Gerilim Koruma,Açma,114. 59     | Aşırı Gerilim Koruma           | Açma
7E0A0012,109,59G,Toprak Aşırı Gerilim Koruma,Açma,115. 59G    | Toprak Aşırı Gerilim Koruma    | Açma
7E0A0012,110,67,Yönlü Aşırı Akım Koruma,Açma,116. 67     | Yönlü Aşırı Akım Koruma        | Açma
7E0A0012,111,67N,Yönlü Toprak Koruma,Açma,117. 67N    | Yönlü Toprak Koruma            | Açma
7E0A0012,112,67NIEF,Yönlü Toprak Koruma (İnternal),Açma,118. 67NIEF | Yönlü Toprak Koruma (İnternal) | Açma
7E0A0012,113,27,Az Gerilim Koruma,Açma,119. 27     | Az Gerilim Koruma              | Açma
7E0A0012,114,51,Zaman Aşırı Akım Koruma,Tespit Edildi,120. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0012,115,46,Faz Sırası/Negatif Sıra Koruma,Çalışma,121. 46     | Faz Sırası/Negatif Sıra Koruma | Çalışma
7E0A0012,116,49F,Termal Koruma,Çalışma,124. 49F    | Termal Koruma                  | Çalışma
7E0A0012,117,50,Ani Akım Koruma,Çalışma,125. 50     | Ani Akım Koruma                | Çalışma
7E0A0012,118,51,Zaman Aşırı Akım Koruma,Çalışma,126. 51     | Zaman Aşırı Akım Koruma        | Çalışma
7E0A0012,119,50N,Ani Toprak Koruma,Çalışma,127. 50N    | Ani Toprak Koruma              | Çalışma
7E0A0012,120,51N,Zaman Aşırı Toprak Koruma,Çalışma,128. 51N    | Zaman Aşırı Toprak Koruma      | Çalışma
7E0A0012,121,59,Aşırı Gerilim Koruma,Çalışma,129. 59     | Aşırı Gerilim Koruma           | Çalışma
7E0A0012,122,60,Gerilim/Frekans Dengesizlik,Çalışma,130. 60     | Gerilim/Frekans Dengesizlik    | Çalışma
7E0A0012,123,67,Yönlü Aşırı Akım Koruma,Çalışma,131. 67     | Yönlü Aşırı Akım Koruma        | Çalışma
7E0A0012,124,67N,Yönlü Toprak Koruma,Çalışma,132. 67N    | Yönlü Toprak Koruma            | Çalışma
7E0A0012,125,67NIEF,Yönlü Toprak Koruma (İnternal),Çalışma,133. 67NIEF | Yönlü Toprak Koruma (İnternal) | Çalışma
7E0A0012,126,27,Az Gerilim Koruma,Çalışma,134. 27     | Az Gerilim Koruma              | Çalışma
7E0A0012,127,79,Otomatik Kapama/Açma,Çalışma,135. 79     | Otomatik Kapama/Açma           | Çalışma
7E0A0012,128,68,Blok Koruma,Çalışma,136. 68     | Blok Koruma                    | Çalışma
7E0A0012,129,50,Ani Akım Koruma,Tespit Edildi,137. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,1,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,1. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0A0013,2,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,2. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0A0013,3,50,Ani Akım Koruma,Tespit Edildi,3. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,4,50,Ani Akım Koruma,Tespit Edildi,4. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,5,50,Ani Akım Koruma,Tespit Edildi,5. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,6,50,Ani Akım Koruma,Tespit Edildi,6. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,7,50,Ani Akım Koruma,Tespit Edildi,7. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,8,50,Ani Akım Koruma,Tespit Edildi,8. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,9,50,Ani Akım Koruma,Tespit Edildi,9. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,10,50,Ani Akım Koruma,Tespit Edildi,10. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,11,50,Ani Akım Koruma,Tespit Edildi,11. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,12,50,Ani Akım Koruma,Tespit Edildi,12. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,13,50,Ani Akım Koruma,Tespit Edildi,13. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,14,50,Ani Akım Koruma,Tespit Edildi,14. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,15,50,Ani Akım Koruma,Tespit Edildi,15. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,16,50,Ani Akım Koruma,Tespit Edildi,16. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,17,50,Ani Akım Koruma,Tespit Edildi,17. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,18,50,Ani Akım Koruma,Tespit Edildi,18. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,19,50,Ani Akım Koruma,Tespit Edildi,19. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,20,50,Ani Akım Koruma,Tespit Edildi,20. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,21,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,21. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0A0013,22,59,Aşırı Gerilim Koruma,Tespit Edildi,22. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0013,23,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,23. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0A0013,24,59,Aşırı Gerilim Koruma,Tespit Edildi,24. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0013,25,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,25. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0A0013,26,59,Aşırı Gerilim Koruma,Tespit Edildi,26. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0013,27,59G,Toprak Aşırı Gerilim Koruma,Tespit Edildi,27. 59G    | Toprak Aşırı Gerilim Koruma    | Tespit Edildi
7E0A0013,28,27,Az Gerilim Koruma,Tespit Edildi,28. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0A0013,29,27,Az Gerilim Koruma,Tespit Edildi,29. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0A0013,30,27,Az Gerilim Koruma,Tespit Edildi,30. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0A0013,31,59,Aşırı Gerilim Koruma,Tespit Edildi,33. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0013,32,59,Aşırı Gerilim Koruma,Tespit Edildi,34. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0013,33,59,Aşırı Gerilim Koruma,Tespit Edildi,35. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0013,34,49F,Termal Koruma,Tespit Edildi,36. 49F    | Termal Koruma                  | Tespit Edildi
7E0A0013,35,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,37. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0A0013,36,46D,Faz Sırası Koruma - Açma,Tespit Edildi,38. 46D    | Faz Sırası Koruma - Açma       | Tespit Edildi
7E0A0013,37,50,Ani Akım Koruma,Tespit Edildi,39. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,38,51,Zaman Aşırı Akım Koruma,Tespit Edildi,40. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,39,50N,Ani Toprak Koruma,Tespit Edildi,41. 50N    | Ani Toprak Koruma              | Tespit Edildi
7E0A0013,40,51N,Zaman Aşırı Toprak Koruma,Tespit Edildi,42. 51N    | Zaman Aşırı Toprak Koruma      | Tespit Edildi
7E0A0013,41,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,43. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,42,67N,Yönlü Toprak Koruma,Tespit Edildi,44. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0013,43,67NIEF,Yönlü Toprak Koruma (İnternal),Tespit Edildi,45. 67NIEF | Yönlü Toprak Koruma (İnternal) | Tespit Edildi
7E0A0013,44,50,Ani Akım Koruma,Tespit Edildi,46. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,45,51,Zaman Aşırı Akım Koruma,Tespit Edildi,47. 51     | Zaman Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,46,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,48. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,47,67N,Yönlü Toprak Koruma,Tespit Edildi,49. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0013,48,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,50. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,49,67N,Yönlü Toprak Koruma,Tespit Edildi,51. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0013,50,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,52. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,51,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,53. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,52,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,54. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,53,67N,Yönlü Toprak Koruma,Tespit Edildi,55. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0013,54,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,56. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,55,67N,Yönlü Toprak Koruma,Tespit Edildi,57. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0013,56,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,58. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,57,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,59. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,58,50,Ani Akım Koruma,Tespit Edildi,60. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,59,50,Ani Akım Koruma,Tespit Edildi,61. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,60,79,Otomatik Kapama/Açma,Açma,62. 79     | Otomatik Kapama/Açma           | Açma
7E0A0013,61,79,Otomatik Kapama/Açma,Tespit Edildi,63. 79     | Otomatik Kapama/Açma           | Tespit Edildi
7E0A0013,62,79,Otomatik Kapama/Açma,Hazır,64. 79     | Otomatik Kapama/Açma           | Hazır
7E0A0013,63,79,Otomatik Kapama/Açma,Aktif,65. 79     | Otomatik Kapama/Açma           | Aktif
7E0A0013,64,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,66. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0A0013,65,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,67. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0A0013,66,59,Aşırı Gerilim Koruma,Tespit Edildi,70. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0013,67,27,Az Gerilim Koruma,Tespit Edildi,71. 27     | Az Gerilim Koruma              | Tespit Edildi
7E0A0013,68,59,Aşırı Gerilim Koruma,Tespit Edildi,72. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0A0013,69,49F,Termal Koruma,Çalışma,73. 49F    | Termal Koruma                  | Çalışma
7E0A0013,70,68,Blok Koruma,Tespit Edildi,74. 68     | Blok Koruma                    | Tespit Edildi
7E0A0013,71,50,Ani Akım Koruma,Çalışma,75. 50     | Ani Akım Koruma                | Çalışma
7E0A0013,72,51,Zaman Aşırı Akım Koruma,Çalışma,76. 51     | Zaman Aşırı Akım Koruma        | Çalışma
7E0A0013,73,50N,Ani Toprak Koruma,Çalışma,77. 50N    | Ani Toprak Koruma              | Çalışma
7E0A0013,74,51N,Zaman Aşırı Toprak Koruma,Çalışma,78. 51N    | Zaman Aşırı Toprak Koruma      | Çalışma
7E0A0013,75,67,Yönlü Aşırı Akım Koruma,Tespit Edildi,79. 67     | Yönlü Aşırı Akım Koruma        | Tespit Edildi
7E0A0013,76,67N,Yönlü Toprak Koruma,Tespit Edildi,80. 67N    | Yönlü Toprak Koruma            | Tespit Edildi
7E0A0013,77,67NIEF,Yönlü Toprak Koruma (İnternal),Tespit Edildi,81. 67NIEF | Yönlü Toprak Koruma (İnternal) | Tespit Edildi
7E0A0013,78,50,Ani Akım Koruma,Tespit Edildi,82. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,79,50,Ani Akım Koruma,Tespit Edildi,83. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,80,46,Faz Sırası/Negatif Sıra Koruma,Tespit Edildi,84. 46     | Faz Sırası/Negatif Sıra Koruma | Tespit Edildi
7E0A0013,81,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,85. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0A0013,82,50,Ani Akım Koruma,Tespit Edildi,86. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,83,50,Ani Akım Koruma,Tespit Edildi,87. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,84,50,Ani Akım Koruma,Tespit Edildi,88. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,85,50,Ani Akım Koruma,Tespit Edildi,89. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,86,50,Ani Akım Koruma,Tespit Edildi,90. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,87,50,Ani Akım Koruma,Tespit Edildi,91. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,88,50,Ani Akım Koruma,Tespit Edildi,92. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,89,50,Ani Akım Koruma,Tespit Edildi,93. 50     | Ani Akım Koruma                | Tespit Edildi
7E0A0013,90,46,Faz Sırası/Negatif Sıra Koruma,Açma,94. 46     | Faz Sırası/Negatif Sıra Koruma | Açma
7E0A0013,91,46D,Faz Sırası Koruma - Açma,Açma,95. 46D    | Faz Sırası Koruma - Açma       | Açma
7E0A0013,92,49F,Termal Koruma,Açma,98. 49F    | Termal Koruma                  | Açma
7E0A0013,93,50,Ani Akım Koruma,Açma,99. 50     | Ani Akım Koruma                | Açma
7E0A0013,94,51,Zaman Aşırı Akım Koruma,Açma,100. 51     | Zaman Aşırı Akım Koruma        | Açma
7E0A0013,95,50N,Ani Toprak Koruma,Açma,101. 50N    | Ani Toprak Koruma              | Açma
7E0A0013,96,51N,Zaman Aşırı Toprak Koruma,Açma,102. 51N    | Zaman Aşırı Toprak Koruma      | Açma
7E0A0013,97,59,Aşırı Gerilim Koruma,Açma,103. 59     | Aşırı Gerilim Koruma           | Açma
7E0A0013,98,59G,Toprak Aşırı Gerilim Koruma,Açma,104. 59G    | Toprak Aşırı Gerilim Koruma    | Açma
7E0A0013,99,67,Yönlü Aşırı Akım Koruma,Açma,105. 67     | Yönlü Aşırı Akım Koruma        | Açma
7E0A0013,100,67N,Yönlü Toprak Koruma,Açma,106. 67N    | Yönlü Toprak Koruma            | Açma
7E0A0013,101,67NIEF,Yönlü Toprak Koruma (İnternal),Açma,107. 67NIEF | Yönlü Toprak Koruma (İnternal) | Açma
7E0A0013,102,27,Az Gerilim Koruma,Açma,108. 27     | Az Gerilim Koruma              | Açma
7E0A0013,103,46,Faz Sırası/Negatif Sıra Koruma,Çalışma,109. 46     | Faz Sırası/Negatif Sıra Koruma | Çalışma
7E0A0013,104,49F,Termal Koruma,Çalışma,112. 49F    | Termal Koruma                  | Çalışma
7E0A0013,105,50,Ani Akım Koruma,Çalışma,113. 50     | Ani Akım Koruma                | Çalışma
7E0A0013,106,51,Zaman Aşırı Akım Koruma,Çalışma,114. 51     | Zaman Aşırı Akım Koruma        | Çalışma
7E0A0013,107,50N,Ani Toprak Koruma,Çalışma,115. 50N    | Ani Toprak Koruma              | Çalışma
7E0A0013,108,51N,Zaman Aşırı Toprak Koruma,Çalışma,116. 51N    | Zaman Aşırı Toprak Koruma      | Çalışma
7E0A0013,109,59,Aşırı Gerilim Koruma,Çalışma,117. 59     | Aşırı Gerilim Koruma           | Çalışma
7E0A0013,110,60,Gerilim/Frekans Dengesizlik,Çalışma,118. 60     | Gerilim/Frekans Dengesizlik    | Çalışma
7E0A0013,111,67,Yönlü Aşırı Akım Koruma,Çalışma,119. 67     | Yönlü Aşırı Akım Koruma        | Çalışma
7E0A0013,112,67N,Yönlü Toprak Koruma,Çalışma,120. 67N    | Yönlü Toprak Koruma            | Çalışma
7E0A0013,113,67NIEF,Yönlü Toprak Koruma (İnternal),Çalışma,121. 67NIEF | Yönlü Toprak Koruma (İnternal) | Çalışma
7E0A0013,114,27,Az Gerilim Koruma,Çalışma,122. 27     | Az Gerilim Koruma              | Çalışma
7E0A0013,115,79,Otomatik Kapama/Açma,Çalışma,123. 79     | Otomatik Kapama/Açma           | Çalışma
7E0A0013,116,68,Blok Koruma,Çalışma,124. 68     | Blok Koruma                    | Çalışma
7E0A0013,117,50,Ani Akım Koruma,Tespit Edildi,125. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,1,59,Aşırı Gerilim Koruma,Tespit Edildi,1. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0001,2,60,Gerilim/Frekans Dengesizlik,Tespit Edildi,2. 60     | Gerilim/Frekans Dengesizlik    | Tespit Edildi
7E0B0001,3,59,Aşırı Gerilim Koruma,Tespit Edildi,3. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0001,4,59,Aşırı Gerilim Koruma,Tespit Edildi,4. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0001,5,50,Ani Akım Koruma,Tespit Edildi,5. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,6,50,Ani Akım Koruma,Tespit Edildi,6. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,7,50,Ani Akım Koruma,Tespit Edildi,7. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,8,50,Ani Akım Koruma,Tespit Edildi,8. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,9,50,Ani Akım Koruma,Tespit Edildi,9. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,10,50,Ani Akım Koruma,Tespit Edildi,10. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,11,50,Ani Akım Koruma,Tespit Edildi,11. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,12,50,Ani Akım Koruma,Tespit Edildi,12. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,13,59,Aşırı Gerilim Koruma,Tespit Edildi,13. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
7E0B0001,14,50,Ani Akım Koruma,Tespit Edildi,14. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,15,50,Ani Akım Koruma,Tespit Edildi,15. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,16,50,Ani Akım Koruma,Tespit Edildi,16. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,17,50,Ani Akım Koruma,Tespit Edildi,17. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,18,50,Ani Akım Koruma,Tespit Edildi,18. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,19,50,Ani Akım Koruma,Tespit Edildi,19. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,20,50,Ani Akım Koruma,Tespit Edildi,20. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,21,50,Ani Akım Koruma,Tespit Edildi,21. 50     | Ani Akım Koruma                | Tespit Edildi
7E0B0001,22,59,Aşırı Gerilim Koruma,Tespit Edildi,22. 59     | Aşırı Gerilim Koruma           | Tespit Edildi
